Time,Hour,consumption,con_states
2015-10-31 17:00:00+00:00,17,14.224,14.25
2015-10-31 18:00:00+00:00,18,11.032,11.0
2015-10-31 19:00:00+00:00,19,3.312,3.25
2015-10-31 20:00:00+00:00,20,9.216,9.25
2015-10-31 21:00:00+00:00,21,10.448,10.5
2015-10-31 22:00:00+00:00,22,6.0,6.0
2015-10-31 23:00:00+00:00,23,0.344,0.25
2015-11-01 00:00:00+00:00,0,0.36,0.25
2015-11-01 01:00:00+00:00,1,0.424,0.5
2015-11-01 02:00:00+00:00,2,0.344,0.25
2015-11-01 03:00:00+00:00,3,2.344,2.25
2015-11-01 04:00:00+00:00,4,15.32,15.25
2015-11-01 05:00:00+00:00,5,11.184,11.25
2015-11-01 06:00:00+00:00,6,12.704,12.75
2015-11-01 07:00:00+00:00,7,12.168,12.25
2015-11-01 08:00:00+00:00,8,7.728,7.75
2015-11-01 09:00:00+00:00,9,7.776,7.75
2015-11-01 10:00:00+00:00,10,4.192,4.25
2015-11-01 11:00:00+00:00,11,2.992,3.0
2015-11-01 12:00:00+00:00,12,12.68,12.75
2015-11-01 13:00:00+00:00,13,11.728,11.75
2015-11-01 14:00:00+00:00,14,6.016,6.0
2015-11-01 15:00:00+00:00,15,15.568,15.5
2015-11-01 16:00:00+00:00,16,9.152,9.25
2015-11-01 17:00:00+00:00,17,9.96,10.0
2015-11-01 18:00:00+00:00,18,8.383999999999999,8.5
2015-11-01 19:00:00+00:00,19,4.48,4.5
2015-11-01 20:00:00+00:00,20,6.0,6.0
2015-11-01 21:00:00+00:00,21,5.856,5.75
2015-11-01 22:00:00+00:00,22,4.184,4.25
2015-11-01 23:00:00+00:00,23,0.352,0.25
2015-11-02 00:00:00+00:00,0,0.432,0.5
2015-11-02 01:00:00+00:00,1,0.344,0.25
2015-11-02 02:00:00+00:00,2,0.336,0.25
2015-11-02 03:00:00+00:00,3,2.76,2.75
2015-11-02 04:00:00+00:00,4,22.560000000000002,22.5
2015-11-02 05:00:00+00:00,5,14.239999999999998,14.25
2015-11-02 06:00:00+00:00,6,14.904,15.0
2015-11-02 07:00:00+00:00,7,14.104,14.0
2015-11-02 08:00:00+00:00,8,13.096,13.0
2015-11-02 09:00:00+00:00,9,5.992,6.0
2015-11-02 10:00:00+00:00,10,11.440000000000001,11.5
2015-11-02 11:00:00+00:00,11,0.808,0.75
2015-11-02 12:00:00+00:00,12,6.92,7.0
2015-11-02 13:00:00+00:00,13,10.768,10.75
2015-11-02 14:00:00+00:00,14,12.296,12.25
2015-11-02 15:00:00+00:00,15,10.544,10.5
2015-11-02 16:00:00+00:00,16,3.072,3.0
2015-11-02 17:00:00+00:00,17,8.36,8.25
2015-11-02 18:00:00+00:00,18,7.216,7.25
2015-11-02 19:00:00+00:00,19,8.656,8.75
2015-11-02 20:00:00+00:00,20,8.616,8.5
2015-11-02 21:00:00+00:00,21,14.464,14.5
2015-11-02 22:00:00+00:00,22,8.479999999999999,8.5
2015-11-02 23:00:00+00:00,23,0.432,0.5
2015-11-03 00:00:00+00:00,0,0.36,0.25
2015-11-03 01:00:00+00:00,1,0.368,0.25
2015-11-03 02:00:00+00:00,2,0.432,0.5
2015-11-03 03:00:00+00:00,3,5.384,5.5
2015-11-03 04:00:00+00:00,4,19.719999999999995,19.75
2015-11-03 05:00:00+00:00,5,15.552,15.5
2015-11-03 06:00:00+00:00,6,14.136,14.25
2015-11-03 07:00:00+00:00,7,6.888,7.0
2015-11-03 08:00:00+00:00,8,18.68,18.75
2015-11-03 09:00:00+00:00,9,15.976,16.0
2015-11-03 10:00:00+00:00,10,16.448,16.5
2015-11-03 11:00:00+00:00,11,0.384,0.5
2015-11-03 12:00:00+00:00,12,24.0,24.0
2015-11-03 13:00:00+00:00,13,9.088,9.0
2015-11-03 14:00:00+00:00,14,14.768,14.75
2015-11-03 15:00:00+00:00,15,10.472,10.5
2015-11-03 16:00:00+00:00,16,5.32,5.25
2015-11-03 17:00:00+00:00,17,10.28,10.25
2015-11-03 18:00:00+00:00,18,9.447999999999999,9.5
2015-11-03 19:00:00+00:00,19,13.712,13.75
2015-11-03 20:00:00+00:00,20,10.88,11.0
2015-11-03 21:00:00+00:00,21,15.624,15.5
2015-11-03 22:00:00+00:00,22,7.632,7.75
2015-11-03 23:00:00+00:00,23,0.344,0.25
2015-11-04 00:00:00+00:00,0,2.848,2.75
2015-11-04 01:00:00+00:00,1,3.272,3.25
2015-11-04 02:00:00+00:00,2,3.464,3.5
2015-11-04 03:00:00+00:00,3,6.448,6.5
2015-11-04 04:00:00+00:00,4,21.624,21.5
2015-11-04 05:00:00+00:00,5,14.264,14.25
2015-11-04 06:00:00+00:00,6,16.424,16.5
2015-11-04 07:00:00+00:00,7,14.279999999999998,14.25
2015-11-04 08:00:00+00:00,8,7.832,7.75
2015-11-04 09:00:00+00:00,9,6.84,6.75
2015-11-04 10:00:00+00:00,10,3.2239999999999993,3.25
2015-11-04 11:00:00+00:00,11,0.728,0.75
2015-11-04 12:00:00+00:00,12,14.696,14.75
2015-11-04 13:00:00+00:00,13,4.912,5.0
2015-11-04 14:00:00+00:00,14,5.5360000000000005,5.5
2015-11-04 15:00:00+00:00,15,7.704,7.75
2015-11-04 16:00:00+00:00,16,4.088,4.0
2015-11-04 17:00:00+00:00,17,14.984,15.0
2015-11-04 18:00:00+00:00,18,11.104,11.0
2015-11-04 19:00:00+00:00,19,7.776,7.75
2015-11-04 20:00:00+00:00,20,8.824,8.75
2015-11-04 21:00:00+00:00,21,8.776,8.75
2015-11-04 22:00:00+00:00,22,8.032,8.0
2015-11-04 23:00:00+00:00,23,0.368,0.25
2015-11-05 00:00:00+00:00,0,3.24,3.25
2015-11-05 01:00:00+00:00,1,3.2319999999999993,3.25
2015-11-05 02:00:00+00:00,2,7.192,7.25
2015-11-05 03:00:00+00:00,3,5.640000000000001,5.75
2015-11-05 04:00:00+00:00,4,21.288,21.25
2015-11-05 05:00:00+00:00,5,17.648,17.75
2015-11-05 06:00:00+00:00,6,13.504,13.5
2015-11-05 07:00:00+00:00,7,12.736,12.75
2015-11-05 08:00:00+00:00,8,7.064,7.0
2015-11-05 09:00:00+00:00,9,3.784,3.75
2015-11-05 10:00:00+00:00,10,4.984,5.0
2015-11-05 11:00:00+00:00,11,0.352,0.25
2015-11-05 12:00:00+00:00,12,6.136,6.25
2015-11-05 13:00:00+00:00,13,4.36,4.25
2015-11-05 14:00:00+00:00,14,12.0,12.0
2015-11-05 15:00:00+00:00,15,13.856,13.75
2015-11-05 16:00:00+00:00,16,5.232,5.25
2015-11-05 17:00:00+00:00,17,10.904,11.0
2015-11-05 18:00:00+00:00,18,10.024,10.0
2015-11-05 19:00:00+00:00,19,10.984,11.0
2015-11-05 20:00:00+00:00,20,10.344,10.25
2015-11-05 21:00:00+00:00,21,8.032,8.0
2015-11-05 22:00:00+00:00,22,5.128,5.25
2015-11-05 23:00:00+00:00,23,0.344,0.25
2015-11-06 00:00:00+00:00,0,0.4399999999999992,0.5
2015-11-06 01:00:00+00:00,1,0.376,0.5
2015-11-06 02:00:00+00:00,2,3.111999999999999,3.0
2015-11-06 03:00:00+00:00,3,7.648,7.75
2015-11-06 04:00:00+00:00,4,18.504,18.5
2015-11-06 05:00:00+00:00,5,14.24,14.25
2015-11-06 06:00:00+00:00,6,12.024,12.0
2015-11-06 07:00:00+00:00,7,8.224,8.25
2015-11-06 08:00:00+00:00,8,4.6080000000000005,4.5
2015-11-06 09:00:00+00:00,9,6.328,6.25
2015-11-06 10:00:00+00:00,10,5.136,5.25
2015-11-06 11:00:00+00:00,11,0.36,0.25
2015-11-06 12:00:00+00:00,12,2.08,2.0
2015-11-06 13:00:00+00:00,13,4.048,4.0
2015-11-06 14:00:00+00:00,14,7.096,7.0
2015-11-06 15:00:00+00:00,15,4.16,4.25
2015-11-06 16:00:00+00:00,16,3.607999999999999,3.5
2015-11-06 17:00:00+00:00,17,4.416,4.5
2015-11-06 18:00:00+00:00,18,13.032,13.0
2015-11-06 19:00:00+00:00,19,7.984,8.0
2015-11-06 20:00:00+00:00,20,3.543999999999999,3.5
2015-11-06 21:00:00+00:00,21,8.752,8.75
2015-11-06 22:00:00+00:00,22,3.615999999999999,3.5
2015-11-06 23:00:00+00:00,23,0.344,0.25
2015-11-07 00:00:00+00:00,0,0.4,0.5
2015-11-07 01:00:00+00:00,1,0.448,0.5
2015-11-07 02:00:00+00:00,2,0.36,0.25
2015-11-07 03:00:00+00:00,3,5.392,5.5
2015-11-07 04:00:00+00:00,4,20.352,20.25
2015-11-07 05:00:00+00:00,5,11.456,11.5
2015-11-07 06:00:00+00:00,6,14.096,14.0
2015-11-07 07:00:00+00:00,7,2.488,2.5
2015-11-07 08:00:00+00:00,8,2.76,2.75
2015-11-07 09:00:00+00:00,9,1.776,1.75
2015-11-07 10:00:00+00:00,10,1.896,2.0
2015-11-07 11:00:00+00:00,11,0.376,0.5
2015-11-07 12:00:00+00:00,12,3.768,3.75
2015-11-07 13:00:00+00:00,13,1.8,1.75
2015-11-07 14:00:00+00:00,14,1.768,1.75
2015-11-07 15:00:00+00:00,15,4.424,4.5
2015-11-07 16:00:00+00:00,16,0.328,0.25
2015-11-07 17:00:00+00:00,17,5.312,5.25
2015-11-07 18:00:00+00:00,18,6.6240000000000006,6.5
2015-11-07 19:00:00+00:00,19,5.44,5.5
2015-11-07 20:00:00+00:00,20,4.048,4.0
2015-11-07 21:00:00+00:00,21,8.256,8.25
2015-11-07 22:00:00+00:00,22,3.936,4.0
2015-11-07 23:00:00+00:00,23,0.336,0.25
2015-11-08 00:00:00+00:00,0,0.44,0.5
2015-11-08 01:00:00+00:00,1,0.336,0.25
2015-11-08 02:00:00+00:00,2,3.08,3.0
2015-11-08 03:00:00+00:00,3,5.888,6.0
2015-11-08 04:00:00+00:00,4,18.584,18.5
2015-11-08 05:00:00+00:00,5,10.704,10.75
2015-11-08 06:00:00+00:00,6,10.816,10.75
2015-11-08 07:00:00+00:00,7,4.992,5.0
2015-11-08 08:00:00+00:00,8,1.696,1.75
2015-11-08 09:00:00+00:00,9,1.728,1.75
2015-11-08 10:00:00+00:00,10,1.608,1.5
2015-11-08 11:00:00+00:00,11,1.856,1.75
2015-11-08 12:00:00+00:00,12,2.056,2.0
2015-11-08 13:00:00+00:00,13,0.48,0.5
2015-11-08 14:00:00+00:00,14,3.048,3.0
2015-11-08 15:00:00+00:00,15,8.192,8.25
2015-11-08 16:00:00+00:00,16,9.888,10.0
2015-11-08 17:00:00+00:00,17,3.615999999999999,3.5
2015-11-08 18:00:00+00:00,18,5.752000000000001,5.75
2015-11-08 19:00:00+00:00,19,7.736,7.75
2015-11-08 20:00:00+00:00,20,4.32,4.25
2015-11-08 21:00:00+00:00,21,5.336,5.25
2015-11-08 22:00:00+00:00,22,3.583999999999999,3.5
2015-11-08 23:00:00+00:00,23,0.376,0.5
2015-11-09 00:00:00+00:00,0,0.4639999999999992,0.5
2015-11-09 01:00:00+00:00,1,0.344,0.25
2015-11-09 02:00:00+00:00,2,4.896,5.0
2015-11-09 03:00:00+00:00,3,6.784,6.75
2015-11-09 04:00:00+00:00,4,14.064,14.0
2015-11-09 05:00:00+00:00,5,11.944,12.0
2015-11-09 06:00:00+00:00,6,6.464,6.5
2015-11-09 07:00:00+00:00,7,7.504,7.5
2015-11-09 08:00:00+00:00,8,2.6719999999999993,2.75
2015-11-09 09:00:00+00:00,9,3.216,3.25
2015-11-09 10:00:00+00:00,10,1.704,1.75
2015-11-09 11:00:00+00:00,11,0.344,0.25
2015-11-09 12:00:00+00:00,12,6.632000000000001,6.75
2015-11-09 13:00:00+00:00,13,0.36,0.25
2015-11-09 14:00:00+00:00,14,1.744,1.75
2015-11-09 15:00:00+00:00,15,4.16,4.25
2015-11-09 16:00:00+00:00,16,3.752,3.75
2015-11-09 17:00:00+00:00,17,4.6080000000000005,4.5
2015-11-09 18:00:00+00:00,18,6.968,7.0
2015-11-09 19:00:00+00:00,19,4.736000000000001,4.75
2015-11-09 20:00:00+00:00,20,4.024,4.0
2015-11-09 21:00:00+00:00,21,6.904,7.0
2015-11-09 22:00:00+00:00,22,3.864,3.75
2015-11-09 23:00:00+00:00,23,0.472,0.5
2015-11-10 00:00:00+00:00,0,0.384,0.5
2015-11-10 01:00:00+00:00,1,0.368,0.25
2015-11-10 02:00:00+00:00,2,2.496,2.5
2015-11-10 03:00:00+00:00,3,4.304,4.25
2015-11-10 04:00:00+00:00,4,20.56,20.5
2015-11-10 05:00:00+00:00,5,10.408,10.5
2015-11-10 06:00:00+00:00,6,17.848,17.75
2015-11-10 07:00:00+00:00,7,1.384,1.5
2015-11-10 08:00:00+00:00,8,0.688,0.75
2015-11-10 09:00:00+00:00,9,2.384,2.5
2015-11-10 10:00:00+00:00,10,0.44,0.5
2015-11-10 11:00:00+00:00,11,0.384,0.5
2015-11-10 12:00:00+00:00,12,3.848,3.75
2015-11-10 13:00:00+00:00,13,1.792,1.75
2015-11-10 14:00:00+00:00,14,3.784,3.75
2015-11-10 15:00:00+00:00,15,1.952,2.0
2015-11-10 16:00:00+00:00,16,3.464,3.5
2015-11-10 17:00:00+00:00,17,2.7279999999999993,2.75
2015-11-10 18:00:00+00:00,18,5.784,5.75
2015-11-10 19:00:00+00:00,19,13.904,14.0
2015-11-10 20:00:00+00:00,20,6.368,6.25
2015-11-10 21:00:00+00:00,21,2.016,2.0
2015-11-10 22:00:00+00:00,22,6.888,7.0
2015-11-10 23:00:00+00:00,23,0.344,0.25
2015-11-11 00:00:00+00:00,0,0.352,0.25
2015-11-11 01:00:00+00:00,1,3.152,3.25
2015-11-11 02:00:00+00:00,2,3.224,3.25
2015-11-11 03:00:00+00:00,3,3.392,3.5
2015-11-11 04:00:00+00:00,4,20.52,20.5
2015-11-11 05:00:00+00:00,5,13.2,13.25
2015-11-11 06:00:00+00:00,6,12.383999999999999,12.5
2015-11-11 07:00:00+00:00,7,10.208,10.25
2015-11-11 08:00:00+00:00,8,4.296,4.25
2015-11-11 09:00:00+00:00,9,5.808,5.75
2015-11-11 10:00:00+00:00,10,3.575999999999999,3.5
2015-11-11 11:00:00+00:00,11,0.352,0.25
2015-11-11 12:00:00+00:00,12,3.456,3.5
2015-11-11 13:00:00+00:00,13,6.424,6.5
2015-11-11 14:00:00+00:00,14,1.968,2.0
2015-11-11 15:00:00+00:00,15,11.984,12.0
2015-11-11 16:00:00+00:00,16,2.776,2.75
2015-11-11 17:00:00+00:00,17,6.896,7.0
2015-11-11 18:00:00+00:00,18,19.976,20.0
2015-11-11 19:00:00+00:00,19,8.495999999999999,8.5
2015-11-11 20:00:00+00:00,20,6.92,7.0
2015-11-11 21:00:00+00:00,21,6.24,6.25
2015-11-11 22:00:00+00:00,22,5.688000000000001,5.75
2015-11-11 23:00:00+00:00,23,0.36,0.25
2015-11-12 00:00:00+00:00,0,1.752,1.75
2015-11-12 01:00:00+00:00,1,4.744000000000001,4.75
2015-11-12 02:00:00+00:00,2,4.824,4.75
2015-11-12 03:00:00+00:00,3,6.8,6.75
2015-11-12 04:00:00+00:00,4,17.312,17.25
2015-11-12 05:00:00+00:00,5,14.904,15.0
2015-11-12 06:00:00+00:00,6,13.696,13.75
2015-11-12 07:00:00+00:00,7,12.12,12.0
2015-11-12 08:00:00+00:00,8,5.768000000000001,5.75
2015-11-12 09:00:00+00:00,9,10.04,10.0
2015-11-12 10:00:00+00:00,10,5.088,5.0
2015-11-12 11:00:00+00:00,11,0.344,0.25
2015-11-12 12:00:00+00:00,12,10.104,10.0
2015-11-12 13:00:00+00:00,13,12.232,12.25
2015-11-12 14:00:00+00:00,14,7.84,7.75
2015-11-12 15:00:00+00:00,15,18.752,18.75
2015-11-12 16:00:00+00:00,16,1.808,1.75
2015-11-12 17:00:00+00:00,17,11.776,11.75
2015-11-12 18:00:00+00:00,18,7.032,7.0
2015-11-12 19:00:00+00:00,19,5.976,6.0
2015-11-12 20:00:00+00:00,20,8.552,8.5
2015-11-12 21:00:00+00:00,21,9.816,9.75
2015-11-12 22:00:00+00:00,22,7.56,7.5
2015-11-12 23:00:00+00:00,23,0.368,0.25
2015-11-13 00:00:00+00:00,0,0.4639999999999992,0.5
2015-11-13 01:00:00+00:00,1,6.08,6.0
2015-11-13 02:00:00+00:00,2,4.6240000000000006,4.5
2015-11-13 03:00:00+00:00,3,4.152,4.25
2015-11-13 04:00:00+00:00,4,17.408,17.5
2015-11-13 05:00:00+00:00,5,20.936,21.0
2015-11-13 06:00:00+00:00,6,14.336,14.25
2015-11-13 07:00:00+00:00,7,11.056,11.0
2015-11-13 08:00:00+00:00,8,1.864,1.75
2015-11-13 09:00:00+00:00,9,1.936,2.0
2015-11-13 10:00:00+00:00,10,4.016,4.0
2015-11-13 11:00:00+00:00,11,0.432,0.5
2015-11-13 12:00:00+00:00,12,7.992,8.0
2015-11-13 13:00:00+00:00,13,8.448,8.5
2015-11-13 14:00:00+00:00,14,4.992000000000001,5.0
2015-11-13 15:00:00+00:00,15,5.912,6.0
2015-11-13 16:00:00+00:00,16,1.192,1.25
2015-11-13 17:00:00+00:00,17,9.448,9.5
2015-11-13 18:00:00+00:00,18,10.12,10.0
2015-11-13 19:00:00+00:00,19,5.36,5.25
2015-11-13 20:00:00+00:00,20,7.544,7.5
2015-11-13 21:00:00+00:00,21,4.36,4.25
2015-11-13 22:00:00+00:00,22,6.248,6.25
2015-11-13 23:00:00+00:00,23,0.424,0.5
2015-11-14 00:00:00+00:00,0,0.4479999999999992,0.5
2015-11-14 01:00:00+00:00,1,0.368,0.25
2015-11-14 02:00:00+00:00,2,0.352,0.25
2015-11-14 03:00:00+00:00,3,6.36,6.25
2015-11-14 04:00:00+00:00,4,12.88,13.0
2015-11-14 05:00:00+00:00,5,16.984,17.0
2015-11-14 06:00:00+00:00,6,15.656,15.75
2015-11-14 07:00:00+00:00,7,10.392,10.5
2015-11-14 08:00:00+00:00,8,1.616,1.5
2015-11-14 09:00:00+00:00,9,9.527999999999999,9.5
2015-11-14 10:00:00+00:00,10,1.744,1.75
2015-11-14 11:00:00+00:00,11,0.296,0.25
2015-11-14 12:00:00+00:00,12,3.448,3.5
2015-11-14 13:00:00+00:00,13,2.096,2.0
2015-11-14 14:00:00+00:00,14,3.6879999999999993,3.75
2015-11-14 15:00:00+00:00,15,5.312,5.25
2015-11-14 16:00:00+00:00,16,3.296,3.25
2015-11-14 17:00:00+00:00,17,7.32,7.25
2015-11-14 18:00:00+00:00,18,5.704000000000001,5.75
2015-11-14 19:00:00+00:00,19,6.424,6.5
2015-11-14 20:00:00+00:00,20,3.976,4.0
2015-11-14 21:00:00+00:00,21,11.744,11.75
2015-11-14 22:00:00+00:00,22,5.5680000000000005,5.5
2015-11-14 23:00:00+00:00,23,0.408,0.5
2015-11-15 00:00:00+00:00,0,0.4,0.5
2015-11-15 01:00:00+00:00,1,7.816,7.75
2015-11-15 02:00:00+00:00,2,2.92,3.0
2015-11-15 03:00:00+00:00,3,4.5760000000000005,4.5
2015-11-15 04:00:00+00:00,4,22.048,22.0
2015-11-15 05:00:00+00:00,5,14.312,14.25
2015-11-15 06:00:00+00:00,6,12.976,13.0
2015-11-15 07:00:00+00:00,7,9.136,9.25
2015-11-15 08:00:00+00:00,8,6.960000000000001,7.0
2015-11-15 09:00:00+00:00,9,16.968,17.0
2015-11-15 10:00:00+00:00,10,0.488,0.5
2015-11-15 11:00:00+00:00,11,7.84,7.75
2015-11-15 12:00:00+00:00,12,1.552,1.5
2015-11-15 13:00:00+00:00,13,6.464,6.5
2015-11-15 14:00:00+00:00,14,3.384,3.5
2015-11-15 15:00:00+00:00,15,7.088,7.0
2015-11-15 16:00:00+00:00,16,5.5440000000000005,5.5
2015-11-15 17:00:00+00:00,17,7.8,7.75
2015-11-15 18:00:00+00:00,18,5.952,6.0
2015-11-15 19:00:00+00:00,19,3.976,4.0
2015-11-15 20:00:00+00:00,20,6.768000000000001,6.75
2015-11-15 21:00:00+00:00,21,7.232,7.25
2015-11-15 22:00:00+00:00,22,3.48,3.5
2015-11-15 23:00:00+00:00,23,0.44,0.5
2015-11-16 00:00:00+00:00,0,0.384,0.5
2015-11-16 01:00:00+00:00,1,7.824,7.75
2015-11-16 02:00:00+00:00,2,4.6160000000000005,4.5
2015-11-16 03:00:00+00:00,3,9.743999999999996,9.75
2015-11-16 04:00:00+00:00,4,17.743999999999996,17.75
2015-11-16 05:00:00+00:00,5,17.336,17.25
2015-11-16 06:00:00+00:00,6,9.479999999999999,9.5
2015-11-16 07:00:00+00:00,7,4.5920000000000005,4.5
2015-11-16 08:00:00+00:00,8,2.048,2.0
2015-11-16 09:00:00+00:00,9,5.752000000000001,5.75
2015-11-16 10:00:00+00:00,10,3.056,3.0
2015-11-16 11:00:00+00:00,11,0.584,0.5
2015-11-16 12:00:00+00:00,12,1.6,1.5
2015-11-16 13:00:00+00:00,13,1.952,2.0
2015-11-16 14:00:00+00:00,14,9.472,9.5
2015-11-16 15:00:00+00:00,15,5.864000000000001,5.75
2015-11-16 16:00:00+00:00,16,8.152,8.25
2015-11-16 17:00:00+00:00,17,6.976,7.0
2015-11-16 18:00:00+00:00,18,9.536,9.5
2015-11-16 19:00:00+00:00,19,4.704000000000001,4.75
2015-11-16 20:00:00+00:00,20,7.352,7.25
2015-11-16 21:00:00+00:00,21,3.256,3.25
2015-11-16 22:00:00+00:00,22,6.224,6.25
2015-11-16 23:00:00+00:00,23,0.376,0.5
2015-11-17 00:00:00+00:00,0,0.424,0.5
2015-11-17 01:00:00+00:00,1,0.336,0.25
2015-11-17 02:00:00+00:00,2,3.16,3.25
2015-11-17 03:00:00+00:00,3,6.680000000000001,6.75
2015-11-17 04:00:00+00:00,4,18.104,18.0
2015-11-17 05:00:00+00:00,5,12.544,12.5
2015-11-17 06:00:00+00:00,6,14.232,14.25
2015-11-17 07:00:00+00:00,7,13.136,13.25
2015-11-17 08:00:00+00:00,8,1.784,1.75
2015-11-17 09:00:00+00:00,9,3.976,4.0
2015-11-17 10:00:00+00:00,10,2.952,3.0
2015-11-17 11:00:00+00:00,11,0.328,0.25
2015-11-17 12:00:00+00:00,12,3.256,3.25
2015-11-17 13:00:00+00:00,13,3.008,3.0
2015-11-17 14:00:00+00:00,14,4.992,5.0
2015-11-17 15:00:00+00:00,15,5.176,5.25
2015-11-17 16:00:00+00:00,16,3.048,3.0
2015-11-17 17:00:00+00:00,17,10.648,10.75
2015-11-17 18:00:00+00:00,18,10.424,10.5
2015-11-17 19:00:00+00:00,19,3.512,3.5
2015-11-17 20:00:00+00:00,20,8.168,8.25
2015-11-17 21:00:00+00:00,21,1.64,1.75
2015-11-17 22:00:00+00:00,22,1.8,1.75
2015-11-17 23:00:00+00:00,23,0.416,0.5
2015-11-18 00:00:00+00:00,0,0.336,0.25
2015-11-18 01:00:00+00:00,1,0.424,0.5
2015-11-18 02:00:00+00:00,2,0.352,0.25
2015-11-18 03:00:00+00:00,3,2.464,2.5
2015-11-18 04:00:00+00:00,4,16.872,16.75
2015-11-18 05:00:00+00:00,5,8.504,8.5
2015-11-18 06:00:00+00:00,6,10.832,10.75
2015-11-18 07:00:00+00:00,7,7.768,7.75
2015-11-18 08:00:00+00:00,8,6.408,6.5
2015-11-18 09:00:00+00:00,9,2.192,2.25
2015-11-18 10:00:00+00:00,10,5.416,5.5
2015-11-18 11:00:00+00:00,11,1.784,1.75
2015-11-18 12:00:00+00:00,12,3.176,3.25
2015-11-18 13:00:00+00:00,13,2.2,2.25
2015-11-18 14:00:00+00:00,14,2.272,2.25
2015-11-18 15:00:00+00:00,15,2.792,2.75
2015-11-18 16:00:00+00:00,16,1.808,1.75
2015-11-18 17:00:00+00:00,17,5.232,5.25
2015-11-18 18:00:00+00:00,18,8.344,8.25
2015-11-18 19:00:00+00:00,19,4.912,5.0
2015-11-18 20:00:00+00:00,20,12.696000000000002,12.75
2015-11-18 21:00:00+00:00,21,7.136,7.25
2015-11-18 22:00:00+00:00,22,4.048,4.0
2015-11-18 23:00:00+00:00,23,0.528,0.5
2015-11-19 00:00:00+00:00,0,0.384,0.5
2015-11-19 01:00:00+00:00,1,0.4479999999999992,0.5
2015-11-19 02:00:00+00:00,2,0.376,0.5
2015-11-19 03:00:00+00:00,3,2.623999999999999,2.5
2015-11-19 04:00:00+00:00,4,13.328,13.25
2015-11-19 05:00:00+00:00,5,8.632,8.75
2015-11-19 06:00:00+00:00,6,9.608,9.5
2015-11-19 07:00:00+00:00,7,3.312,3.25
2015-11-19 08:00:00+00:00,8,1.696,1.75
2015-11-19 09:00:00+00:00,9,1.952,2.0
2015-11-19 10:00:00+00:00,10,10.088,10.0
2015-11-19 11:00:00+00:00,11,0.528,0.5
2015-11-19 12:00:00+00:00,12,2.2079999999999993,2.25
2015-11-19 13:00:00+00:00,13,1.976,2.0
2015-11-19 14:00:00+00:00,14,4.632000000000001,4.75
2015-11-19 15:00:00+00:00,15,3.6479999999999992,3.75
2015-11-19 16:00:00+00:00,16,3.504,3.5
2015-11-19 17:00:00+00:00,17,4.648000000000001,4.75
2015-11-19 18:00:00+00:00,18,3.7039999999999993,3.75
2015-11-19 19:00:00+00:00,19,2.184,2.25
2015-11-19 20:00:00+00:00,20,1.632,1.75
2015-11-19 21:00:00+00:00,21,3.96,4.0
2015-11-19 22:00:00+00:00,22,2.344,2.25
2015-11-19 23:00:00+00:00,23,0.352,0.25
2015-11-20 00:00:00+00:00,0,0.424,0.5
2015-11-20 01:00:00+00:00,1,0.36,0.25
2015-11-20 02:00:00+00:00,2,0.352,0.25
2015-11-20 03:00:00+00:00,3,2.832,2.75
2015-11-20 04:00:00+00:00,4,16.936,17.0
2015-11-20 05:00:00+00:00,5,13.264,13.25
2015-11-20 06:00:00+00:00,6,10.591999999999999,10.5
2015-11-20 07:00:00+00:00,7,10.776,10.75
2015-11-20 08:00:00+00:00,8,5.88,6.0
2015-11-20 09:00:00+00:00,9,5.368,5.25
2015-11-20 10:00:00+00:00,10,3.416,3.5
2015-11-20 11:00:00+00:00,11,0.352,0.25
2015-11-20 12:00:00+00:00,12,6.16,6.25
2015-11-20 13:00:00+00:00,13,2.752,2.75
2015-11-20 14:00:00+00:00,14,3.928,4.0
2015-11-20 15:00:00+00:00,15,3.296,3.25
2015-11-20 16:00:00+00:00,16,3.296,3.25
2015-11-20 17:00:00+00:00,17,12.936,13.0
2015-11-20 18:00:00+00:00,18,12.239999999999998,12.25
2015-11-20 19:00:00+00:00,19,10.704,10.75
2015-11-20 20:00:00+00:00,20,3.248,3.25
2015-11-20 21:00:00+00:00,21,6.768000000000001,6.75
2015-11-20 22:00:00+00:00,22,7.144,7.25
2015-11-20 23:00:00+00:00,23,2.272,2.25
2015-11-21 00:00:00+00:00,0,2.6319999999999992,2.75
2015-11-21 01:00:00+00:00,1,3.92,4.0
2015-11-21 02:00:00+00:00,2,3.224,3.25
2015-11-21 03:00:00+00:00,3,7.12,7.0
2015-11-21 04:00:00+00:00,4,21.68,21.75
2015-11-21 05:00:00+00:00,5,12.543999999999999,12.5
2015-11-21 06:00:00+00:00,6,10.839999999999998,10.75
2015-11-21 07:00:00+00:00,7,12.936,13.0
2015-11-21 08:00:00+00:00,8,10.16,10.25
2015-11-21 09:00:00+00:00,9,2.208,2.25
2015-11-21 10:00:00+00:00,10,3.008,3.0
2015-11-21 11:00:00+00:00,11,0.344,0.25
2015-11-21 12:00:00+00:00,12,9.64,9.75
2015-11-21 13:00:00+00:00,13,3.8,3.75
2015-11-21 14:00:00+00:00,14,8.328,8.25
2015-11-21 15:00:00+00:00,15,14.024,14.0
2015-11-21 16:00:00+00:00,16,4.936,5.0
2015-11-21 17:00:00+00:00,17,8.168,8.25
2015-11-21 18:00:00+00:00,18,14.72,14.75
